id_pesanan,id_produk,tanggal_pesanan,kurir_pengiriman,kota,kecamatan,jenis_pengiriman,estimasi_waktu_sampai_hari,rating_produk,tanggal_pengiriman,ontime
924548,270,2022-10-12,J&T Express,Surabaya,Gubeng,Next Day,2,2,2022-10-14,Ontime
915030,165,2022-12-26,JNE,Denpasar,Kerobokan,Express,3,4,2022-12-29,Ontime
610025,177,2022-08-09,Ninja Xpress,Surabaya,Mulyorejo,Next Day,4,1,2022-08-13,Ontime
218550,138,2023-04-13,SiCepat,Surakarta,Ngargoyoso,Express,1,2,2023-04-14,Ontime
677658,197,2023-05-08,J&T Express,Makassar,Makassar City,Reguler,1,4,2023-05-09,Ontime
831982,207,2022-07-25,Ninja Xpress,Bandar Lampung,Bumi Waras,Express,4,4,2022-07-29,Ontime
727434,132,2023-04-25,POS Indonesia,Palembang,Seberang Ulu III,Same Day,3,1,2023-04-28,Ontime
495566,166,2023-01-31,SiCepat,Bekasi,Mustika Jaya,Same Day,5,2,2023-02-05,Ontime
401751,158,2022-08-21,JNE,Surakarta,Karanganyar,Express,4,1,2022-08-25,Ontime
675481,215,2022-09-13,JNE,Tangerang,Legok,Reguler,5,5,2022-09-18,Ontime
335689,149,2022-08-10,POS Indonesia,Depok,Bojongsari,Reguler,3,5,2022-08-13,Ontime
422074,266,2023-02-23,POS Indonesia,Tangerang,Benda,Next Day,1,5,2023-02-24,Ontime
65756,271,2023-05-25,POS Indonesia,Padang,Kuranji,Next Day,5,2,2023-05-30,Ontime
156077,146,2023-02-22,Ninja Xpress,Jakarta,Cipayung,Reguler,4,1,2023-02-26,Ontime
99232,141,2023-02-06,J&T Express,Batam,Batam Kota,Same Day,5,5,2023-02-11,Ontime
208543,143,2022-07-05,JNE,Bogor,Nanggung,Same Day,2,1,2022-07-07,Ontime
998103,120,2023-03-25,Ninja Xpress,Bekasi,Bekasi Selatan,Express,4,5,2023-03-29,Ontime
133445,168,2023-02-09,Ninja Xpress,Surakarta,Kalijambe,Reguler,3,4,2023-02-12,Ontime
887598,130,2023-05-08,JNE,Semarang,Semanan,Next Day,1,1,2023-05-09,Ontime
582300,242,2022-11-25,J&T Express,Depok,Tapos,Same Day,4,5,2022-11-29,Ontime
607807,146,2022-08-21,Ninja Xpress,Padang,Lubuk Kilangan,Same Day,2,4,2022-08-23,Ontime
743681,228,2022-07-21,JNE,Medan,Medan Petisah,Reguler,1,5,2022-07-22,Ontime
152190,133,2022-10-12,SiCepat,Makassar,Bontoala,Next Day,2,4,2022-10-14,Ontime
455718,141,2023-01-12,POS Indonesia,Bandung,Gedebage,Express,4,2,2023-01-16,Ontime
847702,244,2022-06-27,POS Indonesia,Pontianak,Pontianak Utara,Same Day,3,3,2022-06-30,Ontime
244024,226,2022-08-11,JNE,Bandung,Kiaracondong,Next Day,2,5,2022-08-13,Ontime
631920,214,2023-01-15,JNE,Surabaya,Simokerto,Express,5,2,2023-01-20,Ontime
332836,159,2022-12-11,SiCepat,Surabaya,Lakarsantri,Reguler,3,5,2022-12-14,Ontime
750038,275,2023-01-16,J&T Express,Depok,Cipayung,Same Day,4,3,2023-01-20,Ontime
131951,267,2023-05-22,J&T Express,Yogyakarta,Ngampilan,Next Day,5,2,2023-05-27,Ontime
581346,207,2022-08-03,SiCepat,Palembang,Plaju,Reguler,3,4,2022-08-06,Ontime
912482,148,2022-07-10,POS Indonesia,Pekanbaru,Tampan,Same Day,4,2,2022-07-14,Ontime
910185,141,2023-01-19,Ninja Xpress,Denpasar,Sesetan,Same Day,4,5,2023-01-23,Ontime
570114,243,2023-02-19,POS Indonesia,Batam,Galang,Reguler,1,2,2023-02-20,Ontime
406524,224,2022-11-11,POS Indonesia,Denpasar,Pecatu,Express,1,1,2022-11-12,Ontime
933461,173,2022-11-28,SiCepat,Yogyakarta,Keparakan,Next Day,3,5,2022-12-01,Ontime
397785,290,2023-01-31,Ninja Xpress,Pontianak,Pontianak Timur,Express,2,5,2023-02-02,Ontime
187113,241,2023-01-17,POS Indonesia,Batam,Bengkong,Next Day,4,4,2023-01-21,Ontime
212534,195,2022-12-05,SiCepat,Batam,Batam Kota,Next Day,5,3,2022-12-10,Ontime
307390,297,2023-05-06,Ninja Xpress,Bekasi,Rawalumbu,Same Day,3,1,2023-05-09,Ontime
272919,199,2023-02-22,SiCepat,Palembang,Alang-Alang Lebar,Express,5,4,2023-02-27,Ontime
389147,225,2022-10-08,J&T Express,Medan,Medan Marelan,Next Day,4,4,2022-10-12,Ontime
26727,144,2022-12-12,POS Indonesia,Pekanbaru,Bukit Raya,Next Day,3,3,2022-12-15,Ontime
44331,277,2022-09-01,JNE,Padang,Padang Timur,Express,5,1,2022-09-06,Ontime
864739,149,2023-04-15,SiCepat,Yogyakarta,Gedong Tengen,Reguler,1,5,2023-04-16,Ontime
39159,111,2022-11-22,J&T Express,Bandung,Rancasari,Reguler,2,5,2022-11-24,Ontime
696608,119,2022-10-07,Ninja Xpress,Batam,Belakang Padang,Express,4,2,2022-10-11,Ontime
174566,268,2022-10-07,J&T Express,Makassar,Tamalate,Express,1,2,2022-10-08,Ontime
922568,124,2023-03-20,SiCepat,Surakarta,Berbek,Reguler,2,5,2023-03-22,Ontime
583617,229,2022-12-03,Ninja Xpress,Bekasi,Jatiasih,Next Day,2,5,2022-12-05,Ontime
921839,215,2022-10-10,SiCepat,Surabaya,Tambaksari,Next Day,1,1,2022-10-11,Ontime
306248,191,2022-12-02,SiCepat,Bandar Lampung,Tanjung Karang Pusat,Express,5,1,2022-12-07,Ontime
908848,215,2023-01-25,Ninja Xpress,Bekasi,Medan Satria,Reguler,4,4,2023-01-29,Ontime
250360,254,2022-12-19,SiCepat,Bandar Lampung,Kemiling,Reguler,3,1,2022-12-22,Ontime
168203,234,2022-07-05,J&T Express,Batam,Bulang,Next Day,2,3,2022-07-07,Ontime
929152,217,2022-11-29,POS Indonesia,Bekasi,Rawalumbu,Same Day,5,3,2022-12-04,Ontime
643329,244,2023-04-23,SiCepat,Medan,Medan Baru,Same Day,1,4,2023-04-24,Ontime
903400,229,2022-09-06,Ninja Xpress,Makassar,Wajo,Same Day,4,5,2022-09-10,Ontime
400508,189,2022-12-31,SiCepat,Bogor,Bogor Timur,Express,2,1,2023-01-02,Ontime
378666,292,2023-03-07,J&T Express,Pontianak,Pontianak Kota,Next Day,5,3,2023-03-12,Ontime
177522,153,2022-07-18,SiCepat,Palembang,Bukit Besar,Reguler,2,4,2022-07-20,Ontime
62994,278,2022-07-15,POS Indonesia,Bandung,Cibiru,Next Day,3,4,2022-07-18,Ontime
746171,272,2022-12-22,JNE,Surakarta,Karangpandan,Reguler,4,4,2022-12-26,Ontime
518119,296,2022-06-22,J&T Express,Pekanbaru,Sukajadi,Same Day,4,3,2022-06-26,Ontime
164761,295,2023-04-24,Ninja Xpress,Bandung,Cibiru,Next Day,5,4,2023-04-29,Ontime
864553,167,2022-12-02,Ninja Xpress,Medan,Medan Timur,Next Day,2,5,2022-12-04,Ontime
917384,121,2022-09-17,J&T Express,Yogyakarta,Umbulharjo,Same Day,5,5,2022-09-22,Ontime
631003,245,2023-03-10,Ninja Xpress,Surakarta,Ngargoyoso,Reguler,2,3,2023-03-12,Ontime
764467,229,2022-11-20,Ninja Xpress,Tangerang,Pinang,Reguler,1,2,2022-11-21,Ontime
8390,135,2022-11-11,POS Indonesia,Medan,Medan Sunggal,Same Day,2,3,2022-11-13,Ontime
788606,273,2022-10-27,SiCepat,Makassar,Tamalanrea,Next Day,3,3,2022-10-30,Ontime
43022,295,2022-09-09,Ninja Xpress,Bandar Lampung,Tanjung Karang Timur,Next Day,1,3,2022-09-10,Ontime
592558,266,2022-10-10,SiCepat,Surakarta,Mojogedang,Express,5,4,2022-10-15,Ontime
910334,269,2022-08-16,POS Indonesia,Bekasi,Bekasi Jaya,Reguler,3,4,2022-08-19,Ontime
786800,220,2022-09-02,Ninja Xpress,Malang,Poncokusumo,Next Day,1,5,2022-09-03,Ontime
362531,223,2022-12-08,POS Indonesia,Depok,Cimanggis,Same Day,2,1,2022-12-10,Ontime
663081,256,2023-02-26,J&T Express,Pekanbaru,Sail,Express,2,2,2023-02-28,Ontime
899087,142,2022-09-24,SiCepat,Bogor,Ciawi,Same Day,5,2,2022-09-29,Ontime
643378,212,2023-01-18,JNE,Surabaya,Kenjeran,Next Day,3,5,2023-01-21,Ontime
441775,295,2022-10-27,J&T Express,Bandar Lampung,Tanjung Karang Pusat,Next Day,2,4,2022-10-29,Ontime
586104,148,2022-06-05,SiCepat,Surakarta,Banjarsari,Same Day,1,3,2022-06-06,Ontime
983389,129,2023-04-09,POS Indonesia,Tangerang,Larangan,Next Day,3,5,2023-04-12,Ontime
478625,168,2022-08-27,SiCepat,Surabaya,Tandes,Reguler,2,5,2022-08-29,Ontime
991387,228,2023-03-28,Ninja Xpress,Pekanbaru,Payung Sekaki,Reguler,2,4,2023-03-30,Ontime
227184,127,2022-12-05,POS Indonesia,Medan,Medan Labuhan,Same Day,1,5,2022-12-06,Ontime
861688,300,2023-04-08,JNE,Semarang,Mijen,Same Day,3,3,2023-04-11,Ontime
59546,187,2022-08-03,Ninja Xpress,Bandar Lampung,Tanjung Senang,Express,4,5,2022-08-07,Ontime
440925,191,2022-05-27,J&T Express,Pekanbaru,Tampan,Reguler,4,1,2022-05-31,Ontime
862620,232,2022-06-04,JNE,Surabaya,Tambaksari,Reguler,5,1,2022-06-09,Ontime
490545,149,2022-08-19,SiCepat,Padang,Padang Barat,Express,3,1,2022-08-22,Ontime
702864,220,2023-01-10,SiCepat,Jakarta,Matraman,Same Day,2,1,2023-01-12,Ontime
722750,235,2022-11-08,SiCepat,Yogyakarta,Pakualaman,Next Day,5,3,2022-11-13,Ontime
609360,120,2023-04-22,JNE,Jakarta,Makasar,Reguler,5,2,2023-04-27,Ontime
702767,111,2023-03-23,J&T Express,Surakarta,Berbek,Next Day,2,3,2023-03-25,Ontime
906789,211,2023-03-29,SiCepat,Tangerang,Serpong Utara,Next Day,5,2,2023-04-03,Ontime
121475,286,2023-03-20,JNE,Depok,Cipayung,Express,4,5,2023-03-24,Ontime
307551,199,2022-12-21,J&T Express,Depok,Beji,Reguler,5,2,2022-12-26,Ontime
846926,298,2023-02-01,J&T Express,Semarang,Semarang Utara,Same Day,4,5,2023-02-05,Ontime
110002,227,2023-04-14,J&T Express,Surakarta,Tawangmangu,Express,2,5,2023-04-16,Ontime
89091,127,2022-09-26,Ninja Xpress,Semarang,Pedurungan,Express,1,1,2022-09-27,Ontime
55137,216,2023-02-19,JNE,Pontianak,Pontianak Tenggara,Same Day,4,5,2023-02-23,Ontime
689313,190,2023-03-22,SiCepat,Malang,Turen,Next Day,4,3,2023-03-26,Ontime
531654,253,2022-10-29,POS Indonesia,Semarang,Pedurungan,Reguler,1,1,2022-10-30,Ontime
843666,262,2023-03-28,SiCepat,Padang,Koto Tangah,Same Day,4,1,2023-04-01,Ontime
945945,188,2022-08-27,JNE,Makassar,Tamalanrea,Next Day,2,2,2022-08-29,Ontime
973500,126,2023-01-22,POS Indonesia,Semarang,Semarang Tengah,Next Day,5,3,2023-01-27,Ontime
977531,156,2023-05-01,POS Indonesia,Bandung,Cicendo,Reguler,1,2,2023-05-02,Ontime
119010,138,2022-06-12,Ninja Xpress,Palembang,Sako,Next Day,5,4,2022-06-17,Ontime
571493,219,2023-01-13,J&T Express,Surabaya,Bubutan,Next Day,3,3,2023-01-16,Ontime
380427,119,2022-11-25,Ninja Xpress,Pontianak,Pontianak Utara,Reguler,1,2,2022-11-26,Ontime
720934,250,2022-10-31,POS Indonesia,Makassar,Tamalanrea,Reguler,3,3,2022-11-03,Ontime
393161,160,2022-09-13,J&T Express,Semarang,Tugu Mulyo,Same Day,2,1,2022-09-15,Ontime
360881,232,2022-11-02,SiCepat,Malang,Kedungkandang,Next Day,2,2,2022-11-04,Ontime
947535,182,2023-04-04,SiCepat,Bandar Lampung,Sukabumi,Reguler,2,5,2023-04-06,Ontime
283646,286,2022-10-21,JNE,Jakarta,Grogol Petamburan,Same Day,1,3,2022-10-22,Ontime
226865,175,2023-03-29,SiCepat,Surakarta,Ngargoyoso,Reguler,2,1,2023-03-31,Ontime
656494,166,2023-02-25,Ninja Xpress,Bogor,Dramaga,Reguler,4,4,2023-03-01,Ontime
651178,154,2022-08-14,SiCepat,Bogor,Jonggol,Reguler,4,3,2022-08-18,Ontime
80339,123,2022-12-05,J&T Express,Bekasi,Pondok Melati,Next Day,1,2,2022-12-06,Ontime
73726,147,2023-04-30,J&T Express,Makassar,Bonto,Reguler,1,1,2023-05-01,Ontime
733574,259,2022-06-24,SiCepat,Surabaya,Kenjeran,Express,3,1,2022-06-27,Ontime
689604,195,2022-11-19,JNE,Padang,Padang Barat,Next Day,2,3,2022-11-21,Ontime
454485,295,2023-05-07,J&T Express,Malang,Poncokusumo,Reguler,2,1,2023-05-09,Ontime
196095,174,2023-03-06,JNE,Semarang,Tugu Mulyo,Same Day,3,2,2023-03-09,Ontime
187089,232,2022-10-11,POS Indonesia,Surakarta,Mojogedang,Same Day,2,5,2022-10-13,Ontime
152750,147,2023-03-12,POS Indonesia,Depok,Cilodong,Express,5,4,2023-03-17,Ontime
82360,298,2022-08-16,POS Indonesia,Makassar,Makassar Barat,Express,4,5,2022-08-20,Ontime
798993,285,2023-05-21,SiCepat,Semarang,Ngaliyan,Next Day,3,1,2023-05-24,Ontime
876421,244,2022-09-30,SiCepat,Bandung,Bojongloa Kaler,Reguler,1,4,2022-10-01,Ontime
959159,186,2023-01-17,POS Indonesia,Palembang,Alang-Alang Lebar,Reguler,3,4,2023-01-20,Ontime
869464,257,2022-07-24,JNE,Surabaya,Bulak,Next Day,5,2,2022-07-29,Ontime
572882,140,2022-07-15,JNE,Padang,Padang Selatan,Express,2,4,2022-07-17,Ontime
184060,208,2022-10-03,JNE,Bekasi,Bekasi Selatan,Express,5,1,2022-10-08,Ontime
797744,206,2022-08-26,POS Indonesia,Pontianak,Pontianak Selatan,Express,4,4,2022-08-30,Ontime
949972,232,2022-11-06,SiCepat,Yogyakarta,Tegalrejo,Reguler,5,1,2022-11-11,Ontime
816036,247,2023-03-23,POS Indonesia,Surakarta,Pasarsragen,Same Day,3,1,2023-03-26,Ontime
721980,180,2022-07-17,J&T Express,Jakarta,Makasar,Express,3,3,2022-07-20,Ontime
863302,241,2022-12-10,SiCepat,Jakarta,Pancoran,Reguler,1,1,2022-12-11,Ontime
519067,280,2022-12-05,SiCepat,Surabaya,Tambaksari,Same Day,1,3,2022-12-06,Ontime
819641,279,2022-12-11,Ninja Xpress,Makassar,Manggala,Reguler,1,2,2022-12-12,Ontime
933752,229,2022-08-20,JNE,Malang,Blimbing,Reguler,1,4,2022-08-21,Ontime
221369,190,2023-01-16,Ninja Xpress,Medan,Medan Labuhan,Reguler,5,4,2023-01-21,Ontime
965675,117,2022-11-28,POS Indonesia,Malang,Pakis,Same Day,1,4,2022-11-29,Ontime
191371,243,2023-01-20,J&T Express,Bogor,Gunung Putri,Next Day,5,2,2023-01-25,Ontime
106415,272,2022-12-12,J&T Express,Batam,Bulang,Next Day,1,4,2022-12-13,Ontime
311365,132,2023-01-11,Ninja Xpress,Yogyakarta,Sewon,Reguler,2,2,2023-01-13,Ontime
812356,214,2023-03-04,J&T Express,Batam,Lubuk Baja,Reguler,3,1,2023-03-07,Ontime
30238,168,2023-04-23,Ninja Xpress,Denpasar,Padangsambian,Same Day,2,4,2023-04-25,Ontime
742145,178,2022-10-05,SiCepat,Pontianak,Pontianak Selatan,Same Day,5,3,2022-10-10,Ontime
32136,239,2022-11-24,J&T Express,Bekasi,Mustika Jaya,Same Day,3,5,2022-11-27,Ontime
336025,205,2022-06-05,JNE,Palembang,Kalidoni,Reguler,4,5,2022-06-09,Ontime
696021,300,2023-05-27,JNE,Jakarta,Sawah Besar,Reguler,4,3,2023-05-31,Ontime
643938,230,2022-12-06,POS Indonesia,Surakarta,Karangpandan,Express,3,3,2022-12-09,Ontime
27490,247,2023-02-26,JNE,Jakarta,Kramat Jati,Same Day,3,3,2023-03-01,Ontime
341568,211,2022-06-08,POS Indonesia,Bekasi,Bekasi Timur,Next Day,5,3,2022-06-13,Ontime
75561,130,2023-04-20,POS Indonesia,Medan,Medan Helvetia,Next Day,3,1,2023-04-23,Ontime
232509,210,2022-11-15,JNE,Bandar Lampung,Teluk Betung Selatan,Express,1,5,2022-11-16,Ontime
476515,129,2023-01-12,SiCepat,Yogyakarta,Prawirotaman,Next Day,3,2,2023-01-15,Ontime
695932,254,2023-01-25,POS Indonesia,Tangerang,Pinang,Express,3,4,2023-01-28,Ontime
74092,195,2022-06-29,SiCepat,Bogor,Ciawi,Express,4,3,2022-07-03,Ontime
727705,113,2023-04-10,POS Indonesia,Medan,Medan Tembung,Next Day,3,1,2023-04-13,Ontime
731730,259,2022-12-10,Ninja Xpress,Denpasar,Sanur,Same Day,3,2,2022-12-13,Ontime
817168,200,2022-12-11,SiCepat,Palembang,Sukabangun,Next Day,4,5,2022-12-15,Ontime
674696,149,2022-12-02,POS Indonesia,Semarang,Semarang Utara,Reguler,1,3,2022-12-03,Ontime
808067,157,2022-07-12,SiCepat,Makassar,Tamalanrea,Same Day,1,1,2022-07-13,Ontime
69872,241,2023-04-13,JNE,Bogor,Dramaga,Express,1,2,2023-04-14,Ontime
883234,296,2022-09-09,Ninja Xpress,Palembang,Kemuning,Reguler,4,2,2022-09-13,Ontime
123499,280,2022-10-19,POS Indonesia,Semarang,Tembalang,Same Day,4,2,2022-10-23,Ontime
426869,181,2023-03-10,POS Indonesia,Palembang,Ilir Timur Tiga,Reguler,4,5,2023-03-14,Ontime
311481,281,2022-11-29,SiCepat,Makassar,Biringkanaya,Express,1,2,2022-11-30,Ontime
207501,180,2022-08-26,SiCepat,Bekasi,Rawalumbu,Next Day,3,2,2022-08-29,Ontime
990968,118,2022-06-10,J&T Express,Medan,Medan Polonia,Next Day,1,1,2022-06-11,Ontime
336804,287,2023-04-09,J&T Express,Surabaya,Sukolilo,Same Day,5,2,2023-04-14,Ontime
296667,113,2022-10-27,POS Indonesia,Padang,Padang Utara,Next Day,1,5,2022-10-28,Ontime
751665,219,2022-11-26,POS Indonesia,Bogor,Jonggol,Next Day,3,3,2022-11-29,Ontime
439231,113,2022-12-27,JNE,Pekanbaru,Senapelan,Next Day,3,3,2022-12-30,Ontime
378722,159,2023-02-16,JNE,Bandung,Astana Anyar,Express,4,3,2023-02-20,Ontime
514771,155,2022-10-02,J&T Express,Makassar,Tallo,Express,5,4,2022-10-07,Ontime
431959,289,2023-01-22,SiCepat,Bogor,Ciawi,Express,4,4,2023-01-26,Ontime
119311,161,2022-06-01,J&T Express,Bogor,Jonggol,Same Day,2,2,2022-06-03,Ontime
127349,137,2022-08-09,POS Indonesia,Surabaya,Bulak,Reguler,1,1,2022-08-10,Ontime
594042,288,2023-01-03,POS Indonesia,Bogor,Cibinong,Next Day,4,2,2023-01-07,Ontime
165428,195,2022-10-19,JNE,Surakarta,Banjarsari,Same Day,4,3,2022-10-23,Ontime
40726,116,2022-09-07,SiCepat,Bandar Lampung,Sukarame,Same Day,1,3,2022-09-08,Ontime
29279,132,2022-08-28,J&T Express,Semarang,Ngaliyan,Next Day,2,2,2022-08-30,Ontime
208539,187,2022-06-29,POS Indonesia,Bandar Lampung,Panjang,Next Day,3,1,2022-07-02,Ontime
597279,243,2023-04-16,SiCepat,Medan,Medan Sunggal,Next Day,2,4,2023-04-18,Ontime
67877,114,2023-03-17,JNE,Surabaya,Tegalsari,Express,2,2,2023-03-19,Ontime
222500,132,2022-12-15,POS Indonesia,Bekasi,Bekasi Barat,Next Day,5,3,2022-12-20,Ontime
921326,273,2022-07-22,J&T Express,Pekanbaru,Bukit Raya,Express,4,3,2022-07-26,Ontime
778152,113,2023-04-17,Ninja Xpress,Yogyakarta,Kotagede,Reguler,1,4,2023-04-18,Ontime
91735,272,2023-01-09,J&T Express,Bekasi,Bekasi Jaya,Express,1,2,2023-01-10,Ontime
657557,281,2022-11-25,JNE,Surakarta,Kraton,Next Day,1,4,2022-11-26,Ontime
851066,235,2023-01-16,POS Indonesia,Makassar,Makassar Utara,Reguler,5,5,2023-01-21,Ontime
810615,144,2023-03-17,J&T Express,Surabaya,Tegalsari,Express,5,2,2023-03-22,Ontime
604701,278,2022-09-20,Ninja Xpress,Bandung,Cinambo,Express,5,1,2022-09-25,Ontime
877072,126,2022-08-26,POS Indonesia,Surabaya,Kenjeran,Reguler,3,3,2022-08-29,Ontime
767838,240,2022-12-23,Ninja Xpress,Denpasar,Nusa Dua,Reguler,5,4,2022-12-28,Ontime
27973,201,2022-11-07,Ninja Xpress,Pekanbaru,Senapelan,Next Day,2,2,2022-11-09,Ontime
396367,212,2023-01-28,Ninja Xpress,Jakarta,Kebayoran Lama,Express,2,1,2023-01-30,Ontime
78203,190,2022-08-29,POS Indonesia,Padang,Pauh,Same Day,3,2,2022-09-01,Ontime
247971,166,2022-07-29,JNE,Pekanbaru,Lima Puluh,Reguler,1,4,2022-07-30,Ontime
633159,218,2022-06-28,J&T Express,Yogyakarta,Mantrijeron,Same Day,3,1,2022-07-01,Ontime
107915,172,2023-03-11,JNE,Batam,Galang,Express,1,3,2023-03-12,Ontime
961406,236,2022-09-30,POS Indonesia,Surakarta,Ngargoyoso,Reguler,3,4,2022-10-03,Ontime
582881,129,2023-05-26,JNE,Surabaya,Tandes,Reguler,2,5,2023-05-28,Ontime
677484,187,2022-10-10,J&T Express,Bogor,Jonggol,Same Day,3,5,2022-10-13,Ontime
650105,208,2022-07-31,Ninja Xpress,Bandung,Astana Anyar,Reguler,2,1,2022-08-02,Ontime
504581,287,2022-08-22,SiCepat,Batam,Batu Aji,Same Day,5,5,2022-08-27,Ontime
457925,169,2022-10-04,SiCepat,Bandung,Buahbatu,Next Day,3,1,2022-10-07,Ontime
436469,290,2022-05-27,JNE,Malang,Poncokusumo,Reguler,5,2,2022-06-01,Ontime
505431,158,2023-03-09,SiCepat,Padang,Padang Timur,Reguler,3,1,2023-03-12,Ontime
111637,272,2022-07-06,J&T Express,Pontianak,Pontianak Kota,Same Day,3,2,2022-07-09,Ontime
738906,257,2023-02-20,JNE,Pekanbaru,Rumbai,Same Day,5,5,2023-02-25,Ontime
577717,293,2022-12-30,Ninja Xpress,Bogor,Bogor Selatan,Same Day,3,3,2023-01-02,Ontime
532272,193,2022-12-12,JNE,Padang,Padang Timur,Next Day,1,4,2022-12-13,Ontime
953006,274,2023-03-21,SiCepat,Bandar Lampung,Tanjung Senang,Same Day,5,1,2023-03-26,Ontime
678496,207,2022-06-19,SiCepat,Yogyakarta,Prawirotaman,Reguler,3,5,2022-06-22,Ontime
845303,232,2023-05-25,POS Indonesia,Batam,Sei Beduk,Next Day,1,4,2023-05-26,Ontime
580226,226,2022-12-02,J&T Express,Jakarta,Kemayoran,Same Day,2,3,2022-12-04,Ontime
272176,246,2022-11-27,POS Indonesia,Bogor,Bogor Timur,Same Day,5,1,2022-12-02,Ontime
376978,163,2023-01-05,SiCepat,Bekasi,Bekasi Barat,Same Day,2,4,2023-01-07,Ontime
858523,201,2022-09-12,Ninja Xpress,Medan,Medan Perjuangan,Next Day,2,1,2022-09-14,Ontime
344932,291,2022-12-17,Ninja Xpress,Medan,Medan Petisah,Express,3,1,2022-12-20,Ontime
271406,281,2022-08-06,J&T Express,Tangerang,Cipondoh,Express,2,1,2022-08-08,Ontime
120696,236,2022-06-05,J&T Express,Surakarta,Kebakkramat,Same Day,4,5,2022-06-09,Ontime
227621,191,2023-03-23,SiCepat,Surabaya,Semampir,Same Day,4,3,2023-03-27,Ontime
734845,208,2023-04-28,J&T Express,Bogor,Citeureup,Express,5,2,2023-05-03,Ontime
239140,272,2023-04-24,Ninja Xpress,Jakarta,Kebayoran Baru,Reguler,1,4,2023-04-25,Ontime
629523,199,2022-10-18,JNE,Bandar Lampung,Sukabumi,Express,3,2,2022-10-21,Ontime
229517,153,2023-01-23,SiCepat,Pekanbaru,Rumbai,Same Day,3,3,2023-01-26,Ontime
435385,134,2023-04-14,J&T Express,Palembang,Ilir Timur II,Next Day,1,1,2023-04-15,Ontime
484611,256,2022-06-01,J&T Express,Makassar,Batu,Next Day,3,2,2022-06-04,Ontime
717089,193,2023-03-10,JNE,Yogyakarta,Mantrijeron,Next Day,2,3,2023-03-12,Ontime
176285,276,2022-11-21,J&T Express,Surakarta,Batuwarno,Reguler,5,4,2022-11-26,Ontime
843318,143,2023-04-30,J&T Express,Makassar,Makassar City,Same Day,5,1,2023-05-05,Ontime
175157,128,2023-01-10,J&T Express,Bogor,Bogor Barat,Next Day,4,4,2023-01-14,Ontime
925653,141,2022-11-17,SiCepat,Malang,Lowokwaru,Next Day,5,1,2022-11-22,Ontime
263485,296,2022-11-12,Ninja Xpress,Palembang,Bukit Kecil,Same Day,3,4,2022-11-15,Ontime
331345,181,2023-04-11,SiCepat,Semarang,Mijen,Express,3,4,2023-04-14,Ontime
345254,224,2022-09-08,J&T Express,Batam,Nongsa,Same Day,3,3,2022-09-11,Ontime
833330,177,2022-11-08,JNE,Medan,Medan Selayang,Next Day,4,5,2022-11-12,Ontime
340537,135,2022-08-11,J&T Express,Makassar,Manggala,Same Day,3,4,2022-08-14,Ontime
456962,231,2022-11-20,Ninja Xpress,Pekanbaru,Bukit Raya,Express,1,2,2022-11-21,Ontime
332816,256,2022-07-16,Ninja Xpress,Tangerang,Pinang,Next Day,2,2,2022-07-18,Ontime
237655,278,2023-05-03,Ninja Xpress,Pekanbaru,Marpoyan Damai,Same Day,1,2,2023-05-04,Ontime
508035,193,2022-12-03,JNE,Yogyakarta,Mantrijeron,Same Day,5,4,2022-12-08,Ontime
662933,248,2023-01-06,POS Indonesia,Palembang,Kemuning,Same Day,1,4,2023-01-07,Ontime
686037,189,2022-10-16,POS Indonesia,Medan,Medan Tembung,Express,5,3,2022-10-21,Ontime
140612,290,2023-04-13,J&T Express,Yogyakarta,Danurejan,Same Day,1,1,2023-04-14,Ontime
511403,191,2023-02-17,J&T Express,Makassar,Rappocini,Express,1,3,2023-02-18,Ontime
986776,234,2022-09-11,Ninja Xpress,Denpasar,Nusa Dua,Express,5,1,2022-09-16,Ontime
993100,220,2022-09-07,J&T Express,Palembang,Bukit Kecil,Reguler,1,3,2022-09-08,Ontime
242276,280,2022-11-26,Ninja Xpress,Pekanbaru,Tenayan Raya,Express,1,5,2022-11-27,Ontime
688195,229,2022-06-05,SiCepat,Surabaya,Tambaksari,Same Day,2,4,2022-06-07,Ontime
70938,228,2023-04-28,SiCepat,Makassar,Makassar Selatan,Same Day,3,1,2023-05-01,Ontime
930994,183,2023-05-07,Ninja Xpress,Bekasi,Pondok Gede,Next Day,3,3,2023-05-10,Ontime
552470,170,2022-10-06,J&T Express,Makassar,Biringkanaya,Reguler,5,1,2022-10-11,Ontime
147300,139,2022-09-23,Ninja Xpress,Bandar Lampung,Kedamaian,Express,3,3,2022-09-26,Ontime
116171,218,2022-08-18,J&T Express,Surabaya,Rungkut,Express,1,2,2022-08-19,Ontime
187950,143,2023-03-27,SiCepat,Pekanbaru,Sukajadi,Express,4,3,2023-03-31,Ontime
64261,138,2022-08-17,SiCepat,Bekasi,Mustika Jaya,Next Day,3,2,2022-08-20,Ontime
172167,159,2022-10-05,J&T Express,Pontianak,Pontianak Barat,Reguler,5,2,2022-10-10,Ontime
404025,221,2023-02-05,Ninja Xpress,Batam,Bengkong,Same Day,5,4,2023-02-10,Ontime
148251,203,2023-02-25,POS Indonesia,Bekasi,Jatiasih,Reguler,5,5,2023-03-02,Ontime
641453,184,2023-05-24,SiCepat,Bandung,Babakan Ciparay,Express,4,3,2023-05-28,Ontime
